,TIME,METROREG,employed_persons,gdp,population,latitude,longitude
5655,2012,Middlesbrough,216.0,13300.53,557962.0,54.5760419,-1.2344047
5656,2013,Middlesbrough,218.0,12836.71,559241.0,54.5760419,-1.2344047
5657,2014,Middlesbrough,219.0,14039.4,560580.0,54.5760419,-1.2344047
5658,2015,Middlesbrough,224.0,16120.7,561712.0,54.5760419,-1.2344047
5659,2016,Middlesbrough,216.0,14685.92,563454.0,54.5760419,-1.2344047
5660,2017,Middlesbrough,219.0,13862.37,565387.0,54.5760419,-1.2344047
5661,2018,Middlesbrough,221.0,13909.19,566896.0,54.5760419,-1.2344047
5662,2000,Oxford,346.0,21689.31,605458.0,39.7852062,-75.9790215
5663,2001,Oxford,337.0,21797.53,607196.0,39.7852062,-75.9790215
5664,2002,Oxford,342.0,22932.69,608403.0,39.7852062,-75.9790215
5665,2003,Oxford,339.0,21863.38,612776.0,39.7852062,-75.9790215
5666,2004,Oxford,344.0,22662.49,618251.0,39.7852062,-75.9790215
5667,2005,Oxford,332.0,23328.85,624017.0,39.7852062,-75.9790215
5668,2006,Oxford,340.0,24335.92,629242.0,39.7852062,-75.9790215
5669,2007,Oxford,350.0,25165.22,633015.0,39.7852062,-75.9790215
5670,2008,Oxford,351.0,22850.88,636958.0,39.7852062,-75.9790215
5671,2009,Oxford,348.0,19937.56,640964.0,39.7852062,-75.9790215
5672,2010,Oxford,349.0,21601.5,645921.0,39.7852062,-75.9790215
5673,2011,Oxford,358.0,22296.03,651761.0,39.7852062,-75.9790215
5674,2012,Oxford,361.0,25056.83,657399.0,39.7852062,-75.9790215
5675,2013,Oxford,363.0,24875.26,661995.0,39.7852062,-75.9790215
5676,2014,Oxford,383.0,27874.28,666689.0,39.7852062,-75.9790215
5677,2015,Oxford,389.0,32020.46,671491.0,39.7852062,-75.9790215
5678,2016,Oxford,399.0,28159.88,676063.0,39.7852062,-75.9790215
5679,2017,Oxford,396.0,26949.28,680498.0,39.7852062,-75.9790215
5680,2018,Oxford,393.0,26883.73,683707.0,39.7852062,-75.9790215
5700,2000,Cheshire West and Chester,265.0,17248.24,596465.3039534041,53.16379785,-2.7285361135416943
5701,2001,Cheshire West and Chester,273.0,17487.03,598278.5441463023,53.16379785,-2.7285361135416943
5702,2002,Cheshire West and Chester,277.0,17894.07,599736.0,53.16379785,-2.7285361135416943
5703,2003,Cheshire West and Chester,279.0,17127.91,601308.0,53.16379785,-2.7285361135416943
5704,2004,Cheshire West and Chester,277.0,18024.45,603303.0,53.16379785,-2.7285361135416943
5705,2005,Cheshire West and Chester,285.0,18705.62,605221.0,53.16379785,-2.7285361135416943
5706,2006,Cheshire West and Chester,286.0,20138.56,607510.0,53.16379785,-2.7285361135416943
5707,2007,Cheshire West and Chester,288.0,21096.26,610092.0,53.16379785,-2.7285361135416943
5708,2008,Cheshire West and Chester,290.0,17957.54,612303.0,53.16379785,-2.7285361135416943
5709,2009,Cheshire West and Chester,282.0,16345.05,613796.0,53.16379785,-2.7285361135416943
5710,2010,Cheshire West and Chester,286.0,17800.36,614991.0,53.16379785,-2.7285361135416943
5711,2011,Cheshire West and Chester,286.0,18103.27,616422.0,53.16379785,-2.7285361135416943
5712,2012,Cheshire West and Chester,287.0,19776.92,617871.0,53.16379785,-2.7285361135416943
5713,2013,Cheshire West and Chester,288.0,19334.23,619309.0,53.16379785,-2.7285361135416943
5714,2014,Cheshire West and Chester,303.0,20590.94,621067.0,53.16379785,-2.7285361135416943
5715,2015,Cheshire West and Chester,309.0,23121.17,622749.0,53.16379785,-2.7285361135416943
5716,2016,Cheshire West and Chester,310.0,21539.99,624617.0,53.16379785,-2.7285361135416943
5717,2017,Cheshire West and Chester,309.0,20919.61,627247.0,53.16379785,-2.7285361135416943
5718,2018,Cheshire West and Chester,315.0,21383.81,630619.0,53.16379785,-2.7285361135416943
5719,2000,Ipswich,308.0,18951.84,669924.0,52.0579495,1.1526345
5720,2001,Ipswich,318.0,19289.93,671210.0,52.0579495,1.1526345
5721,2002,Ipswich,317.0,19912.35,672278.0,52.0579495,1.1526345
5722,2003,Ipswich,309.0,18972.34,678027.0,52.0579495,1.1526345
5723,2004,Ipswich,325.0,20014.05,685284.0,52.0579495,1.1526345
5724,2005,Ipswich,315.0,21190.18,693504.0,52.0579495,1.1526345
5725,2006,Ipswich,329.0,22667.07,700427.0,52.0579495,1.1526345
5726,2007,Ipswich,324.0,23443.17,706077.0,52.0579495,1.1526345
5727,2008,Ipswich,322.0,20335.49,711775.0,52.0579495,1.1526345
5728,2009,Ipswich,322.0,17683.92,716294.0,52.0579495,1.1526345
5729,2010,Ipswich,324.0,18776.54,721118.0,52.0579495,1.1526345
5730,2011,Ipswich,327.0,19130.8,727080.0,52.0579495,1.1526345
5731,2012,Ipswich,328.0,21181.77,731470.0,52.0579495,1.1526345
5732,2013,Ipswich,333.0,21505.79,734335.0,52.0579495,1.1526345
5733,2014,Ipswich,338.0,23270.54,739140.0,52.0579495,1.1526345
5734,2015,Ipswich,340.0,26123.13,745096.0,52.0579495,1.1526345
5735,2016,Ipswich,340.0,24324.07,749409.0,52.0579495,1.1526345
5736,2017,Ipswich,345.0,23425.15,754039.0,52.0579495,1.1526345
5737,2018,Ipswich,352.0,23818.2,758050.0,52.0579495,1.1526345
