,TIME,METROREG,employed_persons,gdp,population,latitude,longitude
653,2007,Düsseldorf,904.0,73645.0,1525697.0,51.2254018,6.7763137
654,2008,Düsseldorf,925.0,76239.0,1527682.0,51.2254018,6.7763137
655,2009,Düsseldorf,928.0,72446.0,1527018.0,51.2254018,6.7763137
656,2010,Düsseldorf,924.0,73580.0,1525774.0,51.2254018,6.7763137
657,2011,Düsseldorf,931.0,75318.0,1501419.0,51.2254018,6.7763137
658,2012,Düsseldorf,939.0,75914.0,1505300.0,51.2254018,6.7763137
659,2013,Düsseldorf,947.0,78155.0,1510304.0,51.2254018,6.7763137
660,2014,Düsseldorf,953.0,80687.0,1515921.0,51.2254018,6.7763137
661,2015,Düsseldorf,968.0,82833.0,1524809.0,51.2254018,6.7763137
662,2016,Düsseldorf,981.0,84294.0,1545483.0,51.2254018,6.7763137
663,2017,Düsseldorf,992.0,86834.0,1545431.0,51.2254018,6.7763137
664,2018,Düsseldorf,985.4313729065151,86942.74518420242,1552097.0,51.2254018,6.7763137
665,2000,Bremen,618.0,32356.0,1229096.0,53.0758196,8.8071646
666,2001,Bremen,619.0,33391.0,1232368.0,53.0758196,8.8071646
667,2002,Bremen,618.0,33947.0,1237815.0,53.0758196,8.8071646
668,2003,Bremen,618.0,34402.0,1242283.0,53.0758196,8.8071646
669,2004,Bremen,620.0,35265.0,1246514.0,53.0758196,8.8071646
670,2005,Bremen,617.0,35320.0,1249291.0,53.0758196,8.8071646
671,2006,Bremen,620.0,37231.0,1250016.0,53.0758196,8.8071646
672,2007,Bremen,632.0,39002.0,1250081.0,53.0758196,8.8071646
673,2008,Bremen,633.0,39741.0,1249566.0,53.0758196,8.8071646
674,2009,Bremen,634.0,36999.0,1247139.0,53.0758196,8.8071646
675,2010,Bremen,636.0,39280.0,1245252.0,53.0758196,8.8071646
676,2011,Bremen,645.0,41375.0,1232628.0,53.0758196,8.8071646
677,2012,Bremen,653.0,42879.0,1232112.0,53.0758196,8.8071646
678,2013,Bremen,657.0,43158.0,1234435.0,53.0758196,8.8071646
679,2014,Bremen,661.0,44901.0,1237203.0,53.0758196,8.8071646
680,2015,Bremen,663.0,45892.0,1244205.0,53.0758196,8.8071646
681,2016,Bremen,670.0,47084.0,1259240.0,53.0758196,8.8071646
682,2017,Bremen,678.0,48826.0,1269755.0,53.0758196,8.8071646
683,2018,Bremen,673.405228759597,48315.673209322886,1274611.0,53.0758196,8.8071646
684,2000,Hannover,659.0,36861.0,1279783.0,52.3744779,9.7385532
685,2001,Hannover,652.0,37207.0,1284111.0,52.3744779,9.7385532
686,2002,Hannover,669.0,37573.0,1288586.0,52.3744779,9.7385532
687,2003,Hannover,647.0,38118.0,1292629.0,52.3744779,9.7385532
688,2004,Hannover,653.0,38073.0,1293007.0,52.3744779,9.7385532
689,2005,Hannover,652.0,40563.0,1294447.0,52.3744779,9.7385532
690,2006,Hannover,658.0,42711.0,1294100.0,52.3744779,9.7385532
691,2007,Hannover,665.0,43254.0,1293881.0,52.3744779,9.7385532
692,2008,Hannover,679.0,44440.0,1294211.0,52.3744779,9.7385532
693,2009,Hannover,686.0,42933.0,1292768.0,52.3744779,9.7385532
694,2010,Hannover,684.0,44528.0,1292008.0,52.3744779,9.7385532
695,2011,Hannover,692.0,47199.0,1259578.0,52.3744779,9.7385532
696,2012,Hannover,700.0,47852.0,1263245.0,52.3744779,9.7385532
697,2013,Hannover,709.0,47715.0,1268714.0,52.3744779,9.7385532
698,2014,Hannover,718.0,49452.0,1275125.0,52.3744779,9.7385532
699,2015,Hannover,725.0,50409.0,1283884.0,52.3744779,9.7385532
700,2016,Hannover,736.0,53545.0,1300687.0,52.3744779,9.7385532
701,2017,Hannover,742.0,55042.0,1306316.0,52.3744779,9.7385532
702,2018,Hannover,736.2875817009106,54188.921580160575,1310558.0,52.3744779,9.7385532
703,2000,Nürnberg,712.0,38719.0,1267621.0,49.453872,11.077298
704,2001,Nürnberg,714.0,38427.0,1271914.0,49.453872,11.077298
705,2002,Nürnberg,701.0,40022.0,1279931.0,49.453872,11.077298
706,2003,Nürnberg,704.0,39685.0,1284398.0,49.453872,11.077298
707,2004,Nürnberg,707.0,41853.0,1286579.0,49.453872,11.077298
708,2005,Nürnberg,707.0,41300.0,1288797.0,49.453872,11.077298
709,2006,Nürnberg,714.0,42979.0,1293257.0,49.453872,11.077298
710,2007,Nürnberg,728.0,45057.0,1295505.0,49.453872,11.077298
711,2008,Nürnberg,741.0,46351.0,1298683.0,49.453872,11.077298
712,2009,Nürnberg,740.0,45461.0,1299016.0,49.453872,11.077298
713,2010,Nürnberg,741.0,47126.0,1298376.0,49.453872,11.077298
714,2011,Nürnberg,761.0,49880.0,1271593.0,49.453872,11.077298
715,2012,Nürnberg,773.0,51755.0,1280852.0,49.453872,11.077298
716,2013,Nürnberg,776.0,52716.0,1290946.0,49.453872,11.077298
717,2014,Nürnberg,784.0,54904.0,1298810.0,49.453872,11.077298
718,2015,Nürnberg,799.0,57481.0,1305440.0,49.453872,11.077298
719,2016,Nürnberg,815.0,60277.0,1324120.0,49.453872,11.077298
720,2017,Nürnberg,827.0,62633.0,1333043.0,49.453872,11.077298
721,2018,Nürnberg,815.3202614329382,60722.07843803697,1340886.0,49.453872,11.077298
760,2000,Magdeburg,253.0,10124.0,523146.9635904764,52.1315889,11.6399609
761,2001,Magdeburg,249.0,10456.0,521584.2398367083,52.1315889,11.6399609
762,2002,Magdeburg,245.0,10926.0,520021.5160829402,52.1315889,11.6399609
763,2003,Magdeburg,243.0,10918.0,518458.7923291721,52.1315889,11.6399609
764,2004,Magdeburg,241.0,11053.0,516896.068575404,52.1315889,11.6399609
765,2005,Magdeburg,240.0,11170.0,515333.34482163587,52.1315889,11.6399609
766,2006,Magdeburg,244.0,11586.0,513770.6210678678,52.1315889,11.6399609
767,2007,Magdeburg,250.0,12222.0,518751.0,52.1315889,11.6399609
768,2008,Magdeburg,253.0,12789.0,515290.0,52.1315889,11.6399609
769,2009,Magdeburg,252.0,12212.0,511035.0,52.1315889,11.6399609
770,2010,Magdeburg,251.0,12703.0,508513.0,52.1315889,11.6399609
776,2016,Magdeburg,246.0,14828.0,500889.0,52.1315889,11.6399609
777,2017,Magdeburg,248.0,15270.0,502440.0,52.1315889,11.6399609
778,2018,Magdeburg,247.34640522925608,15303.797379961867,501562.0,52.1315889,11.6399609
836,2000,Freiburg im Breisgau,305.0,14901.0,591631.0,47.9960901,7.8494005
837,2001,Freiburg im Breisgau,308.0,15354.0,597061.0,47.9960901,7.8494005
838,2002,Freiburg im Breisgau,309.0,15921.0,604290.0,47.9960901,7.8494005
839,2003,Freiburg im Breisgau,306.0,15677.0,610082.0,47.9960901,7.8494005
840,2004,Freiburg im Breisgau,308.0,15858.0,614657.0,47.9960901,7.8494005
841,2005,Freiburg im Breisgau,309.0,16096.0,618467.0,47.9960901,7.8494005
842,2006,Freiburg im Breisgau,312.0,16790.0,622229.0,47.9960901,7.8494005
843,2007,Freiburg im Breisgau,317.0,17508.0,624825.0,47.9960901,7.8494005
844,2008,Freiburg im Breisgau,323.0,17910.0,627242.0,47.9960901,7.8494005
845,2009,Freiburg im Breisgau,325.0,17496.0,627464.0,47.9960901,7.8494005
846,2010,Freiburg im Breisgau,329.0,18562.0,630133.0,47.9960901,7.8494005
847,2011,Freiburg im Breisgau,336.0,19610.0,610940.0,47.9960901,7.8494005
848,2012,Freiburg im Breisgau,342.0,20002.0,617394.0,47.9960901,7.8494005
849,2013,Freiburg im Breisgau,349.0,20827.0,623153.0,47.9960901,7.8494005
850,2014,Freiburg im Breisgau,356.0,21969.0,628600.0,47.9960901,7.8494005
851,2015,Freiburg im Breisgau,360.0,22752.0,634660.0,47.9960901,7.8494005
852,2016,Freiburg im Breisgau,365.0,23409.0,645818.0,47.9960901,7.8494005
853,2017,Freiburg im Breisgau,371.0,24322.0,651257.0,47.9960901,7.8494005
854,2018,Freiburg im Breisgau,368.15032679814715,23784.679748175473,656753.0,47.9960901,7.8494005
893,2000,Erfurt,280.0,10751.0,555155.0,50.9777974,11.0287364
894,2001,Erfurt,278.0,11022.0,552101.0,50.9777974,11.0287364
895,2002,Erfurt,272.0,11071.0,548907.0,50.9777974,11.0287364
896,2003,Erfurt,266.0,11307.0,546637.0,50.9777974,11.0287364
897,2004,Erfurt,269.0,11728.0,545035.0,50.9777974,11.0287364
898,2005,Erfurt,266.0,11713.0,543226.0,50.9777974,11.0287364
899,2006,Erfurt,269.0,12267.0,540468.0,50.9777974,11.0287364
900,2007,Erfurt,274.0,12648.0,536999.0,50.9777974,11.0287364
901,2008,Erfurt,277.0,12796.0,534036.0,50.9777974,11.0287364
902,2009,Erfurt,276.0,12490.0,531149.0,50.9777974,11.0287364
903,2010,Erfurt,279.0,12997.0,529179.0,50.9777974,11.0287364
904,2011,Erfurt,282.0,13808.0,520135.0,50.9777974,11.0287364
905,2012,Erfurt,281.0,13905.0,519617.0,50.9777974,11.0287364
906,2013,Erfurt,282.0,14604.0,519397.0,50.9777974,11.0287364
907,2014,Erfurt,280.0,15305.0,519826.0,50.9777974,11.0287364
908,2015,Erfurt,281.0,15822.0,521036.0,50.9777974,11.0287364
909,2016,Erfurt,282.0,16352.0,527169.0,50.9777974,11.0287364
910,2017,Erfurt,285.0,16946.0,525828.0,50.9777974,11.0287364
911,2018,Erfurt,283.64052287639424,16536.2222185476,527366.0,50.9777974,11.0287364
912,2000,Augsburg,312.0,16197.0,611735.0,48.3668041,10.8986971
913,2001,Augsburg,313.0,16993.0,614667.0,48.3668041,10.8986971
914,2002,Augsburg,318.0,17427.0,620873.0,48.3668041,10.8986971
915,2003,Augsburg,312.0,17310.0,624744.0,48.3668041,10.8986971
916,2004,Augsburg,313.0,17861.0,626802.0,48.3668041,10.8986971
917,2005,Augsburg,312.0,18064.0,629139.0,48.3668041,10.8986971
918,2006,Augsburg,316.0,18766.0,631503.0,48.3668041,10.8986971
919,2007,Augsburg,321.0,19237.0,631076.0,48.3668041,10.8986971
920,2008,Augsburg,322.0,19338.0,631753.0,48.3668041,10.8986971
921,2009,Augsburg,323.0,18539.0,631324.0,48.3668041,10.8986971
922,2010,Augsburg,324.0,19594.0,631403.0,48.3668041,10.8986971
923,2011,Augsburg,330.0,20878.0,630373.0,48.3668041,10.8986971
924,2012,Augsburg,339.0,21441.0,633961.0,48.3668041,10.8986971
925,2013,Augsburg,341.0,21516.0,638953.0,48.3668041,10.8986971
926,2014,Augsburg,344.0,22385.0,645888.0,48.3668041,10.8986971
927,2015,Augsburg,349.0,23636.0,653102.0,48.3668041,10.8986971
928,2016,Augsburg,354.0,24254.0,662890.0,48.3668041,10.8986971
929,2017,Augsburg,361.0,24802.0,668522.0,48.3668041,10.8986971
930,2018,Augsburg,354.7058824740348,24403.16992949783,675285.0,48.3668041,10.8986971
931,2000,Bonn,420.0,27633.0,873685.0,50.735851,7.10066
932,2001,Bonn,420.0,28038.0,879240.0,50.735851,7.10066
933,2002,Bonn,418.0,31689.0,889067.0,50.735851,7.10066
934,2003,Bonn,420.0,29071.0,897817.0,50.735851,7.10066
935,2004,Bonn,427.0,29607.0,904466.0,50.735851,7.10066
936,2005,Bonn,427.0,29978.0,908503.0,50.735851,7.10066
937,2006,Bonn,430.0,32146.0,910675.0,50.735851,7.10066
938,2007,Bonn,438.0,33715.0,913104.0,50.735851,7.10066
939,2008,Bonn,450.0,35241.0,915458.0,50.735851,7.10066
940,2009,Bonn,454.0,35565.0,916174.0,50.735851,7.10066
941,2010,Bonn,453.0,35654.0,918248.0,50.735851,7.10066
942,2011,Bonn,453.0,36743.0,882335.0,50.735851,7.10066
943,2012,Bonn,459.0,36040.0,887124.0,50.735851,7.10066
944,2013,Bonn,462.0,38303.0,890457.0,50.735851,7.10066
945,2014,Bonn,466.0,37426.0,893567.0,50.735851,7.10066
946,2015,Bonn,473.0,37885.0,899739.0,50.735851,7.10066
947,2016,Bonn,484.0,38280.0,915022.0,50.735851,7.10066
948,2017,Bonn,490.0,39953.0,919979.0,50.735851,7.10066
949,2018,Bonn,486.8300653604975,40772.81046139712,924546.0,50.735851,7.10066
950,2000,Karlsruhe,392.0,23026.0,693633.0,49.0068705,8.4034195
951,2001,Karlsruhe,398.0,23848.0,698113.0,49.0068705,8.4034195
952,2002,Karlsruhe,397.0,23954.0,702530.0,49.0068705,8.4034195
953,2003,Karlsruhe,392.0,23746.0,707102.0,49.0068705,8.4034195
954,2004,Karlsruhe,396.0,24686.0,709744.0,49.0068705,8.4034195
955,2005,Karlsruhe,399.0,25197.0,712475.0,49.0068705,8.4034195
956,2006,Karlsruhe,403.0,27040.0,714866.0,49.0068705,8.4034195
957,2007,Karlsruhe,411.0,28315.0,716678.0,49.0068705,8.4034195
958,2008,Karlsruhe,416.0,29097.0,720436.0,49.0068705,8.4034195
959,2009,Karlsruhe,419.0,28220.0,722117.0,49.0068705,8.4034195
960,2010,Karlsruhe,420.0,29471.0,723565.0,49.0068705,8.4034195
961,2011,Karlsruhe,426.0,30458.0,712857.0,49.0068705,8.4034195
962,2012,Karlsruhe,428.0,30956.0,716505.0,49.0068705,8.4034195
963,2013,Karlsruhe,431.0,31137.0,723139.0,49.0068705,8.4034195
964,2014,Karlsruhe,436.0,31881.0,728289.0,49.0068705,8.4034195
965,2015,Karlsruhe,439.0,34035.0,731366.0,49.0068705,8.4034195
966,2016,Karlsruhe,443.0,34482.0,743596.0,49.0068705,8.4034195
967,2017,Karlsruhe,448.0,35722.0,750336.0,49.0068705,8.4034195
968,2018,Karlsruhe,448.8823528981226,35625.509806413844,754592.0,49.0068705,8.4034195
1007,2000,Ruhrgebiet,2317.0,114931.0,5379783.0,51.51751795,7.1439182017132445
1008,2001,Ruhrgebiet,2291.0,117077.0,5359228.0,51.51751795,7.1439182017132445
1009,2002,Ruhrgebiet,2274.0,118957.0,5347150.0,51.51751795,7.1439182017132445
1010,2003,Ruhrgebiet,2257.0,120612.0,5332384.0,51.51751795,7.1439182017132445
1011,2004,Ruhrgebiet,2272.0,124476.0,5316577.0,51.51751795,7.1439182017132445
1012,2005,Ruhrgebiet,2267.0,126554.0,5302179.0,51.51751795,7.1439182017132445
1013,2006,Ruhrgebiet,2273.0,129720.0,5278684.0,51.51751795,7.1439182017132445
1014,2007,Ruhrgebiet,2302.0,137057.0,5257217.0,51.51751795,7.1439182017132445
1015,2008,Ruhrgebiet,2325.0,143878.0,5233593.0,51.51751795,7.1439182017132445
1016,2009,Ruhrgebiet,2331.0,138474.0,5203100.0,51.51751795,7.1439182017132445
1017,2010,Ruhrgebiet,2335.0,142956.0,5172475.0,51.51751795,7.1439182017132445
1018,2011,Ruhrgebiet,2357.0,148810.0,5070779.0,51.51751795,7.1439182017132445
1019,2012,Ruhrgebiet,2369.0,148759.0,5055769.0,51.51751795,7.1439182017132445
1020,2013,Ruhrgebiet,2375.0,149748.0,5047258.0,51.51751795,7.1439182017132445
1021,2014,Ruhrgebiet,2385.0,154905.0,5045784.0,51.51751795,7.1439182017132445
1022,2015,Ruhrgebiet,2390.0,156322.0,5054634.0,51.51751795,7.1439182017132445
1023,2016,Ruhrgebiet,2399.0,157661.0,5109253.0,51.51751795,7.1439182017132445
1024,2017,Ruhrgebiet,2421.0,162618.0,5118681.0,51.51751795,7.1439182017132445
1025,2018,Ruhrgebiet,2413.039211915555,165715.20919277507,5113487.0,51.51751795,7.1439182017132445
1026,2000,Kiel,309.0,15488.0,633975.0,54.3227085,10.135555
1027,2001,Kiel,310.0,16139.0,635617.0,54.3227085,10.135555
1028,2002,Kiel,308.0,15897.0,637509.0,54.3227085,10.135555
1029,2003,Kiel,302.0,16291.0,640319.0,54.3227085,10.135555
1030,2004,Kiel,302.0,16115.0,641210.0,54.3227085,10.135555
1031,2005,Kiel,302.0,16181.0,641905.0,54.3227085,10.135555
1032,2006,Kiel,306.0,16727.0,643127.0,54.3227085,10.135555
1033,2007,Kiel,310.0,16939.0,643519.0,54.3227085,10.135555
1034,2008,Kiel,314.0,17810.0,644812.0,54.3227085,10.135555
1035,2009,Kiel,315.0,17394.0,643884.0,54.3227085,10.135555
1036,2010,Kiel,314.0,17731.0,643480.0,54.3227085,10.135555
1037,2011,Kiel,315.0,18712.0,633028.0,54.3227085,10.135555
1038,2012,Kiel,316.0,19485.0,633725.0,54.3227085,10.135555
1039,2013,Kiel,318.0,19688.0,634645.0,54.3227085,10.135555
1040,2014,Kiel,323.0,20298.0,636251.0,54.3227085,10.135555
1041,2015,Kiel,326.0,20419.0,638641.0,54.3227085,10.135555
1042,2016,Kiel,328.0,21038.0,644988.0,54.3227085,10.135555
1043,2017,Kiel,334.0,22145.0,648481.0,54.3227085,10.135555
1044,2018,Kiel,328.3137254442116,21524.542474758855,649807.0,54.3227085,10.135555
1045,2000,Saarbrücken,442.0,21453.0,870069.0,49.234362,6.996379
1046,2001,Saarbrücken,440.0,21978.0,867368.0,49.234362,6.996379
1047,2002,Saarbrücken,438.0,21938.0,865039.0,49.234362,6.996379
1048,2003,Saarbrücken,436.0,22209.0,863519.0,49.234362,6.996379
1049,2004,Saarbrücken,439.0,23306.0,860243.0,49.234362,6.996379
1050,2005,Saarbrücken,440.0,24457.0,855317.0,49.234362,6.996379
1051,2006,Saarbrücken,439.0,25582.0,849925.0,49.234362,6.996379
1052,2007,Saarbrücken,440.0,26839.0,843881.0,49.234362,6.996379
1053,2008,Saarbrücken,442.0,27136.0,837834.0,49.234362,6.996379
1054,2009,Saarbrücken,439.0,24243.0,832617.0,49.234362,6.996379
1055,2010,Saarbrücken,442.0,25604.0,826183.0,49.234362,6.996379
1056,2011,Saarbrücken,447.0,27379.0,807616.0,49.234362,6.996379
1057,2012,Saarbrücken,446.0,27436.0,804504.0,49.234362,6.996379
1058,2013,Saarbrücken,442.0,27145.0,801639.0,49.234362,6.996379
1059,2014,Saarbrücken,442.0,28544.0,799027.0,49.234362,6.996379
1060,2015,Saarbrücken,443.0,29421.0,797789.0,49.234362,6.996379
1061,2016,Saarbrücken,447.0,29536.0,802708.0,49.234362,6.996379
1062,2017,Saarbrücken,450.0,29879.0,804286.0,49.234362,6.996379
1063,2018,Saarbrücken,446.6339869290372,30501.784280989,802664.0,49.234362,6.996379
1368,2000,Mannheim-Ludwigshafen,595.0,36241.0,1166060.0,49.31905625,8.082458496497646
1369,2001,Mannheim-Ludwigshafen,594.0,36830.0,1164949.0,49.31905625,8.082458496497646
1370,2002,Mannheim-Ludwigshafen,594.0,38300.0,1168842.0,49.31905625,8.082458496497646
1371,2003,Mannheim-Ludwigshafen,591.0,38860.0,1171219.0,49.31905625,8.082458496497646
1372,2004,Mannheim-Ludwigshafen,594.0,40118.0,1171879.0,49.31905625,8.082458496497646
1373,2005,Mannheim-Ludwigshafen,592.0,39953.0,1172734.0,49.31905625,8.082458496497646
1374,2006,Mannheim-Ludwigshafen,593.0,40958.0,1172927.0,49.31905625,8.082458496497646
1375,2007,Mannheim-Ludwigshafen,604.0,42648.0,1171366.0,49.31905625,8.082458496497646
1376,2008,Mannheim-Ludwigshafen,611.0,43651.0,1172941.0,49.31905625,8.082458496497646
1377,2009,Mannheim-Ludwigshafen,613.0,41767.0,1171470.0,49.31905625,8.082458496497646
1378,2010,Mannheim-Ludwigshafen,615.0,44145.0,1170100.0,49.31905625,8.082458496497646
1379,2011,Mannheim-Ludwigshafen,624.0,45764.0,1134248.0,49.31905625,8.082458496497646
1380,2012,Mannheim-Ludwigshafen,633.0,46606.0,1138165.0,49.31905625,8.082458496497646
1381,2013,Mannheim-Ludwigshafen,639.0,47241.0,1144574.0,49.31905625,8.082458496497646
1382,2014,Mannheim-Ludwigshafen,648.0,48190.0,1150111.0,49.31905625,8.082458496497646
1383,2015,Mannheim-Ludwigshafen,654.0,50869.0,1159222.0,49.31905625,8.082458496497646
1384,2016,Mannheim-Ludwigshafen,660.0,51912.0,1172821.0,49.31905625,8.082458496497646
1385,2017,Mannheim-Ludwigshafen,663.0,53676.0,1177545.0,49.31905625,8.082458496497646
1386,2018,Mannheim-Ludwigshafen,661.0915034459487,52840.83005281992,1184343.0,49.31905625,8.082458496497646
1399,2012,Münster,304.0,20599.0,508424.0,51.9625101,7.6251879
1400,2013,Münster,307.0,21208.0,511686.0,51.9625101,7.6251879
1401,2014,Münster,313.0,22004.0,514990.0,51.9625101,7.6251879
1402,2015,Münster,318.0,22419.0,518174.0,51.9625101,7.6251879
1403,2016,Münster,322.0,23095.0,528440.0,51.9625101,7.6251879
1404,2017,Münster,326.0,23959.0,530865.0,51.9625101,7.6251879
1405,2018,Münster,324.7777777784447,23618.777777777777,532919.0,51.9625101,7.6251879
1463,2000,Osnabrück,258.0,12516.0,517577.0,52.266837,8.049741
1464,2001,Osnabrück,258.0,12456.0,517414.0,52.266837,8.049741
1465,2002,Osnabrück,255.0,12643.0,520066.0,52.266837,8.049741
1466,2003,Osnabrück,256.0,12796.0,521434.0,52.266837,8.049741
1467,2004,Osnabrück,257.0,13276.0,523558.0,52.266837,8.049741
1468,2005,Osnabrück,256.0,13344.0,523888.0,52.266837,8.049741
1469,2006,Osnabrück,259.0,14025.0,523263.0,52.266837,8.049741
1470,2007,Osnabrück,265.0,14741.0,522360.0,52.266837,8.049741
1471,2008,Osnabrück,269.0,15067.0,521722.0,52.266837,8.049741
1472,2009,Osnabrück,267.0,13691.0,521522.0,52.266837,8.049741
1473,2010,Osnabrück,271.0,14699.0,520570.0,52.266837,8.049741
1474,2011,Osnabrück,277.0,15666.0,504272.0,52.266837,8.049741
1475,2012,Osnabrück,282.0,15708.0,504931.0,52.266837,8.049741
1476,2013,Osnabrück,285.0,16289.0,506069.0,52.266837,8.049741
1477,2014,Osnabrück,288.0,17023.0,506617.0,52.266837,8.049741
1478,2015,Osnabrück,292.0,17702.0,508213.0,52.266837,8.049741
1479,2016,Osnabrück,296.0,18222.0,520482.0,52.266837,8.049741
1480,2017,Osnabrück,300.0,19007.0,518877.0,52.266837,8.049741
1481,2018,Osnabrück,297.77124187999607,18461.483666893182,520514.0,52.266837,8.049741
1501,2000,Heidelberg,312.0,17571.0,661626.0,49.4093582,8.694724
1502,2001,Heidelberg,316.0,18583.0,664287.0,49.4093582,8.694724
1503,2002,Heidelberg,315.0,18869.0,669305.0,49.4093582,8.694724
1504,2003,Heidelberg,311.0,18457.0,673183.0,49.4093582,8.694724
1505,2004,Heidelberg,312.0,18449.0,674608.0,49.4093582,8.694724
1506,2005,Heidelberg,312.0,18993.0,675911.0,49.4093582,8.694724
1507,2006,Heidelberg,314.0,20133.0,676986.0,49.4093582,8.694724
1508,2007,Heidelberg,322.0,21097.0,678854.0,49.4093582,8.694724
1509,2008,Heidelberg,330.0,21713.0,680300.0,49.4093582,8.694724
1510,2009,Heidelberg,329.0,21462.0,680926.0,49.4093582,8.694724
1511,2010,Heidelberg,329.0,22252.0,682747.0,49.4093582,8.694724
1512,2011,Heidelberg,331.0,23181.0,669903.0,49.4093582,8.694724
1513,2012,Heidelberg,336.0,23114.0,673619.0,49.4093582,8.694724
1514,2013,Heidelberg,341.0,23743.0,677622.0,49.4093582,8.694724
1515,2014,Heidelberg,344.0,24641.0,683126.0,49.4093582,8.694724
1516,2015,Heidelberg,347.0,25179.0,689444.0,49.4093582,8.694724
1517,2016,Heidelberg,352.0,25941.0,698126.0,49.4093582,8.694724
1518,2017,Heidelberg,359.0,26943.0,704314.0,49.4093582,8.694724
1519,2018,Heidelberg,354.4444444451761,26730.529408511535,707346.0,49.4093582,8.694724
1539,2000,Würzburg,260.0,12728.0,506749.0,49.79245,9.932966
1540,2001,Würzburg,261.0,13285.0,507883.0,49.79245,9.932966
1541,2002,Würzburg,263.0,13426.0,510536.0,49.79245,9.932966
1542,2003,Würzburg,259.0,13449.0,513155.0,49.79245,9.932966
1543,2004,Würzburg,259.0,13695.0,514111.0,49.79245,9.932966
1544,2005,Würzburg,258.0,13981.0,514914.0,49.79245,9.932966
1545,2006,Würzburg,261.0,14291.0,514603.0,49.79245,9.932966
1546,2007,Würzburg,264.0,14935.0,515191.0,49.79245,9.932966
1547,2008,Würzburg,269.0,15242.0,515414.0,49.79245,9.932966
1548,2009,Würzburg,271.0,14608.0,512189.0,49.79245,9.932966
1549,2010,Würzburg,272.0,15644.0,510487.0,49.79245,9.932966
1555,2016,Würzburg,288.0,19242.0,500729.0,49.79245,9.932966
1556,2017,Würzburg,292.0,20219.0,503100.0,49.79245,9.932966
1557,2018,Würzburg,289.3071897380929,19526.098049789452,504927.0,49.79245,9.932966
1824,2000,Tallinn,257.3,3549.59,536470.0,59.4372155,24.7453688
1825,2001,Tallinn,262.2,4052.78,533710.0,59.4372155,24.7453688
1826,2002,Tallinn,268.6,4579.59,532800.0,59.4372155,24.7453688
1827,2003,Tallinn,277.0,5164.61,533820.0,59.4372155,24.7453688
1828,2004,Tallinn,273.8,5864.95,536830.0,59.4372155,24.7453688
1829,2005,Tallinn,288.1,6733.56,540730.0,59.4372155,24.7453688
1830,2006,Tallinn,300.6,8194.78,542030.0,59.4372155,24.7453688
1831,2007,Tallinn,305.7,9719.68,544170.0,59.4372155,24.7453688
1832,2008,Tallinn,310.0,9766.53,547840.0,59.4372155,24.7453688
1833,2009,Tallinn,278.9,8665.16,552060.0,59.4372155,24.7453688
1834,2010,Tallinn,267.8,8908.13,556650.0,59.4372155,24.7453688
1835,2011,Tallinn,289.1,10366.25,562230.0,59.4372155,24.7453688
1836,2012,Tallinn,300.4,11366.39,566741.0,59.4372155,24.7453688
1837,2013,Tallinn,303.6,12056.79,567967.0,59.4372155,24.7453688
1838,2014,Tallinn,305.6,12986.35,572103.0,59.4372155,24.7453688
1839,2015,Tallinn,315.7,13474.61,570379.0,59.4372155,24.7453688
1840,2016,Tallinn,318.8,14118.16,577839.0,59.4372155,24.7453688
1841,2017,Tallinn,334.2,15456.68,583728.0,59.4372155,24.7453688
1842,2018,Tallinn,334.9,16896.38,590981.0,59.4372155,24.7453688
1957,2000,Athina,1530.04,61894.22,3725477.0,37.9839412,23.7283052
1958,2001,Athina,1545.6,65679.0,3747424.0,37.9839412,23.7283052
1959,2002,Athina,1610.52,71587.24,3743028.0,37.9839412,23.7283052
1960,2003,Athina,1631.93,77984.57,3763304.0,37.9839412,23.7283052
1961,2004,Athina,1715.99,85855.78,3779547.0,37.9839412,23.7283052
1962,2005,Athina,1718.93,89452.86,3794975.0,37.9839412,23.7283052
1963,2006,Athina,1733.66,98263.37,3811426.0,37.9839412,23.7283052
1964,2007,Athina,1748.37,105868.73,3820690.0,37.9839412,23.7283052
1965,2008,Athina,1783.57,110541.87,3827008.0,37.9839412,23.7283052
1966,2009,Athina,1788.69,109999.0,3833895.0,37.9839412,23.7283052
1967,2010,Athina,1741.31,105051.19,3835738.0,37.9839412,23.7283052
1968,2011,Athina,1607.58,95562.15,3824867.0,37.9839412,23.7283052
1969,2012,Athina,1482.55,88218.36,3793496.0,37.9839412,23.7283052
1970,2013,Athina,1441.63,83373.43,3740752.0,37.9839412,23.7283052
1971,2014,Athina,1460.74,81837.4,3689849.0,37.9839412,23.7283052
1972,2015,Athina,1478.0,80293.0,3647572.0,37.9839412,23.7283052
1973,2016,Athina,1487.0,79807.0,3604723.0,37.9839412,23.7283052
1974,2017,Athina,1516.0,81407.0,3594856.0,37.9839412,23.7283052
1975,2018,Athina,1519.2620888729193,93760.2026805519,3576590.0,37.9839412,23.7283052
1976,2000,Thessaloniki,442.02,12783.58,1068709.0,40.6403167,22.9352716
1977,2001,Thessaloniki,444.75,13737.0,1085121.0,40.6403167,22.9352716
1978,2002,Thessaloniki,443.57,14574.01,1087329.0,40.6403167,22.9352716
1979,2003,Thessaloniki,456.98,15984.47,1095721.0,40.6403167,22.9352716
1980,2004,Thessaloniki,473.89,17442.8,1103632.0,40.6403167,22.9352716
